complaint_text,base_severity,category,compllaint_text
Electricity out in Begumpur. Small businesses are losing customers.,3,Power_Outage,
Low voltage in R.K. Puram. Can't use any high-power appliances.,2,Power_Outage,
Power outage in Adchini. This is an ongoing issue and needs permanent resolution.,3,Power_Outage,
"No power in Greater Noida, Sector Alpha-1, since midnight. Urgent action required.",4,Power_Outage,
Frequent tripping in our building in Noida Sector 15. Appliances are under stress.,3,Power_Outage,
"Blackout in Sector 10, Vasundhara, Ghaziabad. Students can't study for exams.",4,Power_Outage,
Power out for over 7 hours in Pratap Vihar. Children are restless without power.,4,Power_Outage,
Electricity gone in Khoda Colony. It's very hot and no fans are working.,3,Power_Outage,
"Voltage fluctuations near the Raj Mandir Cinema, Jaipur. My TV just died.",4,Power_Outage,
"No power in H Block, Palam Vihar, Gurgaon, since 5 AM. Our inverter died too.",4,Power_Outage,
"Frequent power cuts in areas surrounding the Charminar, Hyderabad. Historic area, needs attention.",3,Power_Outage,
"Total blackout in Basavanagudi, Bengaluru, for the last 6 hours. Food in fridge is spoiling.",4,Power_Outage,
"Power outage in Alambagh, Lucknow. It's very hot and humid.",3,Power_Outage,
"Electricity off since 10 AM in Gomti Nagar, Lucknow. No water due to non-functional pumps.",4,Power_Outage,
"Low voltage in areas near the Taj Mahal, Agra. Tourist businesses are impacted.",4,Power_Outage,
"Power has been out for almost 11 hours in Shastri Nagar, Meerut. We are completely in the dark.",5,Power_Outage,
Frequent power cuts during pre-monsoon showers in Thane. This is a yearly problem.,3,Power_Outage,
"Blackout in Sion, Mumbai. The entire locality is without power.",4,Power_Outage,
"No power in Dadar West since morning. Shops are closed, business lost.",4,Power_Outage,
"Intermittent power supply in Powai, Mumbai. Causes constant disruption to online work.",3,Power_Outage,
Power outage near Juhu Beach road for over 5 hours. Very dark for evening walkers.,4,Power_Outage,
"Electricity gone in Vashi, Navi Mumbai, for more than 6 hours. This is becoming too frequent.",4,Power_Outage,
"Low voltage in Nerul, Navi Mumbai. All appliances are struggling to work.",3,Power_Outage,
"No power in Sector 17, Chandigarh, since the morning. It's affecting local businesses.",4,Power_Outage,
Frequent power cuts in areas around Sukhna Lake. Very frustrating for residents.,3,Power_Outage,
Blackout in Mohali Phase 7. Children can't do their homework without power.,4,Power_Outage,
"Power out for over 9 hours in Zirakpur. Urgent restoration needed, people are suffering.",5,Power_Outage,
"Electricity gone in Sector 32, Ludhiana. Businesses are at a standstill.",4,Power_Outage,
Voltage fluctuations near Amritsar Golden Temple. Sacred area needs stable power.,4,Power_Outage,
"No power in Model Town, Jalandhar, since evening. This is impacting security.",3,Power_Outage,
Frequent tripping of circuit in areas near Patiala University. Students losing study time.,3,Power_Outage,
Blackout in Panipat Industrial Area for over 6 hours. Production is completely stopped.,5,Power_Outage,
Power outage in Sonipat since morning. People are struggling without AC in this heat.,4,Power_Outage,
Electricity off since 3 AM in Rohtak. Elderly citizens are facing immense discomfort.,4,Power_Outage,
Low voltage in Ambala Cantt. Unable to use water heater or fridge effectively.,3,Power_Outage,
No power in Karnal Sector 6 for the past 7 hours. My child's school project is due tomorrow.,4,Power_Outage,
Frequent power cuts in Hisar. The supply is very unreliable.,3,Power_Outage,
Blackout in Sirsa due to a transformer blast. Very dangerous situation.,5,Power_Outage,
Power out for over 10 hours in Gurugram Sector 45. Critical medical equipment running on backup.,5,Power_Outage,
Electricity gone in Manesar for the last 5 hours. Businesses are taking a hit.,4,Power_Outage,
"Voltage fluctuations in Sohna Road, Gurgaon. Electronics are getting fried.",4,Power_Outage,
"No power in Sector 56, Gurgaon, since 8 AM. My office work is severely impacted.",4,Power_Outage,
Frequent power cuts during the afternoon in Dwarka Sector 21. Very annoying during lunch.,2,Power_Outage,
"Blackout in Vasant Kunj C Block. No water, no lights, just darkness.",4,Power_Outage,
Power off since 1 PM in Green Park. My important meeting was disrupted.,3,Power_Outage,
Electricity gone in Greater Kailash 1 for 4 hours now. Our generator fuel is low.,4,Power_Outage,
"Low voltage in Malviya Nagar, affecting daily chores and appliance usage.",3,Power_Outage,
No power in Hauz Khas for the past 6 hours. This is making life very difficult for seniors.,4,Power_Outage,
"Frequent power cuts in Saket, Block J. It's almost every hour.",3,Power_Outage,
Blackout in Sainik Farm. Very dark and unsafe at night.,4,Power_Outage,
Power outage in Chattarpur. This is causing serious issues for small businesses.,4,Power_Outage,
Electricity gone in Mehrauli-Badarpur Road area. Traffic signals are also off.,4,Power_Outage,
Voltage fluctuations in Dwarka Sector 6. It's ruining our electronics.,3,Power_Outage,
"No power in Sector 13, Rohini, since last night. My inverter battery is completely dead.",4,Power_Outage,
Frequent power cuts during high demand hours in Janakpuri. Unacceptable.,3,Power_Outage,
Blackout in Palam Village. Water pumps are not functioning.,4,Power_Outage,
Power off for over 8 hours in Vikaspuri. Medicines in fridge are at risk.,5,Power_Outage,
Electricity gone in Tilak Nagar for 5 hours. My child is missing online classes.,4,Power_Outage,
Low voltage in Moti Nagar. Barely enough to keep lights on.,2,Power_Outage,
"No power in Rajouri Garden, main market, for the past 6 hours. Businesses are suffering.",4,Power_Outage,
Frequent tripping in Tagore Garden. It's been happening daily for weeks.,3,Power_Outage,
"Blackout in Hari Nagar, Clock Tower area. Security is a major concern.",4,Power_Outage,
"Power outage in Ghaziabad, Vasundhara Sector 5. No water supply due to power cut.",4,Power_Outage,
Electricity off for over 9 hours in Noida Sector 71. Our food is spoiling.,5,Power_Outage,
Voltage fluctuations in Noida Extension. My AC unit is not working properly.,3,Power_Outage,
"No power in Indirapuram, Ghaziabad, since 2 PM. Very hot inside the house.",4,Power_Outage,
Frequent power cuts in Vaishali Sector 4. It's a daily nuisance.,3,Power_Outage,
"Blackout in Crossings Republik, Ghaziabad. Entire society is without power.",4,Power_Outage,
Power out for over 12 hours in rural areas of Baghpat district. Farmers are unable to pump water.,5,Power_Outage,
Electricity gone in Muradnagar. Our freezer contents are thawing.,4,Power_Outage,
Low voltage near Modinagar sugar mill. Production is affected.,4,Power_Outage,
No power in Hapur since morning. It's unbearable in this heat.,4,Power_Outage,
Frequent power cuts in Bulandshahr. This impacts daily life severely.,3,Power_Outage,
Blackout in Aligarh. Hospitals are running on generators.,5,Power_Outage,
"Power outage in Mathura, near Krishna Janmabhoomi. Tourists are facing issues.",4,Power_Outage,
Electricity off since 10 AM in Vrindavan. Elderly people in ashrams are suffering.,4,Power_Outage,
Voltage fluctuations near the Yamuna Expressway. This is affecting tolls and services.,4,Power_Outage,
No power in Agra Cantt for the past 8 hours. Military residences are impacted.,5,Power_Outage,
"Frequent power cuts in Kanpur, Civil Lines. Businesses are losing revenue.",4,Power_Outage,
"Blackout in Lucknow, Hazratganj. Shoppers are facing inconvenience.",4,Power_Outage,
"Power out for over 7 hours in Varanasi, Dashashwamedh Ghat area. Religious ceremonies disrupted.",4,Power_Outage,
"Electricity gone in Prayagraj (Allahabad), Sangam area. Pilgrims are struggling.",4,Power_Outage,
"Low voltage in Gorakhpur. Fans are barely moving, it's too hot.",3,Power_Outage,
"No power in Ayodhya, near Ram Temple site. Construction work is halted.",4,Power_Outage,
"Frequent power cuts in Bareilly, near the market. Vendors are upset.",3,Power_Outage,
"Blackout in Shahjahanpur. Complete darkness, safety concern for residents.",4,Power_Outage,
Power outage in Moradabad for 6 hours. My phone is about to die.,4,Power_Outage,
Electricity off since 5 AM in Meerut Cantt. No water for bathing.,4,Power_Outage,
